teks_asli,konversi_emoji,cleaning,case_folding,normalisasi,tokenisasi,stopword,stemming,teks_bersih,label
"@SriWahyuni-yp1tx,kalo mau tarik uang di pegadaian kena admin tidak? kalo transfer kan kena,","@SriWahyuni-yp1tx,kalo mau tarik uang di pegadaian kena admin tidak? kalo transfer kan kena,",SriWahyuni yptx kalo mau tarik uang di pegadaian kena admin tidak kalo transfer kan kena,sriwahyuni yptx kalo mau tarik uang di pegadaian kena admin tidak kalo transfer kan kena,sriwahyuni yptx kalau mau menarik uang di pegadaian kena biaya administrasi tidak kalau transfer kan kena,sriwahyuni | yptx | kalau | mau | menarik | uang | di | pegadaian | kena | biaya | administrasi | tidak | kalau | transfer | kan | kena,sriwahyuni yptx kalau mau menarik uang pegadaian kena biaya administrasi tidak kalau transfer kan kena,sriwahyuni yptx kalau mau tarik uang gadai kena biaya administrasi tidak kalau transfer kan kena,sriwahyuni yptx kalau mau tarik uang gadai kena biaya administrasi tidak kalau transfer kan kena,netral
"""pak mau tanya, untung nabung emas pakai antam jika ad budget 5jtaan lbih baik lgsg beli yg 5gram dalam satu keping, atw beli 5pc keping  yg per1gr? mana yg lbh menguntungkan pak jika ingin nnti suatu saat di jual lg?"",","""pak mau tanya, untung nabung emas pakai antam jika ad budget 5jtaan lbih baik lgsg beli yg 5gram dalam satu keping, atw beli 5pc keping yg per1gr? mana yg lbh menguntungkan pak jika ingin nnti suatu saat di jual lg?"",",pak mau tanya untung nabung emas pakai antam jika ad budget jtaan lbih baik lgsg beli yg 5gram dalam satu keping atw beli pc keping yg pergr mana yg lbh menguntungkan pak jika ingin nnti suatu saat di jual lg,pak mau tanya untung nabung emas pakai antam jika ad budget jtaan lbih baik lgsg beli yg 5gram dalam satu keping atw beli pc keping yg pergr mana yg lbh menguntungkan pak jika ingin nnti suatu saat di jual lg,pak mau bertanya menguntungkan menabung emas pakai antam jika ad budget jtaan lbih baik langsung membeli yang 5gram dalam 1 keping atw membeli pc keping yang pergr mana yang lbh menguntungkan pak jika ingin nnti suatu saat di menjual lg,pak | mau | bertanya | menguntungkan | menabung | emas | pakai | antam | jika | ad | budget | jtaan | lbih | baik | langsung | membeli | yang | 5gram | dalam | 1 | keping | atw | membeli | pc | keping | yang | pergr | mana | yang | lbh | menguntungkan | pak | jika | ingin | nnti | suatu | saat | di | menjual | lg,pak mau bertanya menguntungkan menabung emas pakai antam budget jtaan lbih baik langsung membeli 5gram dalam keping atw membeli keping pergr mana lbh menguntungkan pak ingin nnti suatu menjual,pak mau tanya untung tabung emas pakai antam budget jtaan lbih baik langsung beli 5gram dalam keping atw beli keping pergr mana lbh untung pak ingin nnti suatu jual,pak mau tanya untung tabung emas pakai antam budget jtaan lbih baik langsung beli 5gram dalam keping atw beli keping pergr mana lbh untung pak ingin nnti suatu jual,netral
"""Kalau cetak emas digital ke emas fisik, ada biaya nggak dong ya."",","""Kalau cetak emas digital ke emas fisik, ada biaya nggak dong ya."",",Kalau cetak emas digital ke emas fisik ada biaya nggak dong ya,kalau cetak emas digital ke emas fisik ada biaya nggak dong ya,kalau mencetak emas emas digital ke emas fisik ada biaya tidak dong ya,kalau | mencetak | emas | emas | digital | ke | emas | fisik | ada | biaya | tidak | dong | ya,kalau mencetak emas emas digital emas fisik biaya tidak dong,kalau cetak emas emas digital emas fisik biaya tidak dong,kalau cetak emas emas digital emas fisik biaya tidak dong,netral
"""Kak boleh minta saran, <br>setiap bulan saya bisa menyisihkan uang untuk membeli 1 gram lm  <br>tetapi di sisi lain saya ingin membeli 5 gram <br>Tapi saya tidak mampu untuk membeli 5 gram secara Igsung, sedangkan saya tidak mau  tukar lm 1 gram saya ke 5 gram kara menurut saya rugi <br>, menurt kakak <br>, saya coba digital saja agar suatu saat saya dapat memiliki 5 gram++ Im <br>atau bertahan membeli lm 1 grm tiap bulannya ?"",","""Kak boleh minta saran, <br>setiap bulan saya bisa menyisihkan uang untuk membeli 1 gram lm <br>tetapi di sisi lain saya ingin membeli 5 gram <br>Tapi saya tidak mampu untuk membeli 5 gram secara Igsung, sedangkan saya tidak mau tukar lm 1 gram saya ke 5 gram kara menurut saya rugi <br>, menurt kakak <br>, saya coba digital saja agar suatu saat saya dapat memiliki 5 gram++ Im <br>atau bertahan membeli lm 1 grm tiap bulannya ?"",",Kak boleh minta saran setiap bulan saya bisa menyisihkan uang untuk membeli 1 gram lm tetapi di sisi lain saya ingin membeli 5 gram Tapi saya tidak mampu untuk membeli 5 gram secara Igsung sedangkan saya tidak mau tukar lm 1 gram saya ke 5 gram kara menurut saya rugi menurt kakak saya coba digital saja agar suatu saat saya dapat memiliki 5 gram Im atau bertahan membeli lm grm tiap bulannya,kak boleh minta saran setiap bulan saya bisa menyisihkan uang untuk membeli 1 gram lm tetapi di sisi lain saya ingin membeli 5 gram tapi saya tidak mampu untuk membeli 5 gram secara igsung sedangkan saya tidak mau tukar lm 1 gram saya ke 5 gram kara menurut saya rugi menurt kakak saya coba digital saja agar suatu saat saya dapat memiliki 5 gram im atau bertahan membeli lm grm tiap bulannya,kakak boleh minta saran setiap bulan saya bisa menyisihkan uang untuk membeli 1 gram logam mulia tetapi di sisi lain saya ingin membeli 5 gram tapi saya tidak mampu untuk membeli 5 gram secara igsung sedangkan saya tidak mau tukar logam mulia 1 gram saya ke 5 gram kara menurut saya merugikan menurt kakak saya mencoba digital saja agar suatu saat saya dapat memiliki 5 gram im atau bertahan membeli logam mulia grm tiap bulannya,kakak | boleh | minta | saran | setiap | bulan | saya | bisa | menyisihkan | uang | untuk | membeli | 1 | gram | logam | mulia | tetapi | di | sisi | lain | saya | ingin | membeli | 5 | gram | tapi | saya | tidak | mampu | untuk | membeli | 5 | gram | secara | igsung | sedangkan | saya | tidak | mau | tukar | logam | mulia | 1 | gram | saya | ke | 5 | gram | kara | menurut | saya | merugikan | menurt | kakak | saya | mencoba | digital | saja | agar | suatu | saat | saya | dapat | memiliki | 5 | gram | im | atau | bertahan | membeli | logam | mulia | grm | tiap | bulannya,kakak boleh minta saran setiap bulan bisa menyisihkan uang membeli gram logam mulia tetapi sisi lain ingin membeli gram tapi tidak mampu membeli gram secara igsung sedangkan tidak mau tukar logam mulia gram gram kara menurut merugikan menurt kakak mencoba digital saja suatu dapat memiliki gram bertahan membeli logam mulia grm tiap bulannya,kakak boleh minta saran tiap bulan bisa sisih uang beli gram logam mulia tetapi sisi lain ingin beli gram tapi tidak mampu beli gram cara igsung sedang tidak mau tukar logam mulia gram gram kara turut rugi menurt kakak coba digital saja suatu dapat milik gram tahan beli logam mulia grm tiap bulan,kakak boleh minta saran tiap bulan bisa sisih uang beli gram logam mulia tetapi sisi lain ingin beli gram tapi tidak mampu beli gram cara igsung sedang tidak mau tukar logam mulia gram gram kara turut rugi menurt kakak coba digital saja suatu dapat milik gram tahan beli logam mulia grm tiap bulan,netral
"Kalau pendapat saya masih mending emas digital. Soalnya efisien trus kita bisa cek apakah emas itu turun atau naik kalau naik ya tinggal jual.. transaksi gampang dan bisa kapan aja,","Kalau pendapat saya masih mending emas digital. Soalnya efisien trus kita bisa cek apakah emas itu turun atau naik kalau naik ya tinggal jual.. transaksi gampang dan bisa kapan aja,",Kalau pendapat saya masih mending emas digital Soalnya efisien trus kita bisa cek apakah emas itu turun atau naik kalau naik ya tinggal jual transaksi gampang dan bisa kapan aja,kalau pendapat saya masih mending emas digital soalnya efisien trus kita bisa cek apakah emas itu turun atau naik kalau naik ya tinggal jual transaksi gampang dan bisa kapan aja,kalau pendapat saya masih lebih baik emas digital karena efisien trus kita bisa cek apakah emas itu turun atau naik kalau naik ya tinggal menjual transaksi mudah dan bisa kapan aja,kalau | pendapat | saya | masih | lebih | baik | emas | digital | karena | efisien | trus | kita | bisa | cek | apakah | emas | itu | turun | atau | naik | kalau | naik | ya | tinggal | menjual | transaksi | mudah | dan | bisa | kapan | aja,kalau pendapat masih lebih baik emas digital karena efisien trus bisa cek apakah emas turun naik kalau naik tinggal menjual transaksi mudah bisa kapan aja,kalau dapat masih lebih baik emas digital karena efisien trus bisa cek apakah emas turun naik kalau naik tinggal jual transaksi mudah bisa kapan aja,kalau dapat masih lebih baik emas digital karena efisien trus bisa cek apakah emas turun naik kalau naik tinggal jual transaksi mudah bisa kapan aja,positif
"""Makasih banyak ya,,,, bagus banget edukasinya 🙏"",","""Makasih banyak ya,,,, bagus banget edukasinya mohon terima kasih "",",Makasih banyak ya bagus banget edukasinya mohon terima kasih,makasih banyak ya bagus banget edukasinya mohon terima kasih,terima kasih banyak ya bagus sangat edukasinya mohon terima memberi,terima | kasih | banyak | ya | bagus | sangat | edukasinya | mohon | terima | memberi,terima kasih banyak bagus sangat edukasinya mohon terima memberi,terima kasih banyak bagus sangat edukasi mohon terima beri,terima kasih banyak bagus sangat edukasi mohon terima beri,positif
"Bro kalau warna putih kodenya 925 itu emas atau perak ya.,","Bro kalau warna putih kodenya 925 itu emas atau perak ya.,",Bro kalau warna putih kodenya itu emas atau perak ya,bro kalau warna putih kodenya itu emas atau perak ya,saudara kalau warna putih kodenya itu emas atau perak ya,saudara | kalau | warna | putih | kodenya | itu | emas | atau | perak | ya,saudara kalau warna putih kodenya emas perak,saudara kalau warna putih kode emas perak,saudara kalau warna putih kode emas perak,netral
"""Jadi bagus mana ko? Yang digital atau fisik,, bingung saya"",","""Jadi bagus mana ko? Yang digital atau fisik,, bingung saya"",",Jadi bagus mana ko Yang digital atau fisik bingung saya,jadi bagus mana ko yang digital atau fisik bingung saya,jadi bagus mana kakak yang digital atau fisik bingung saya,jadi | bagus | mana | kakak | yang | digital | atau | fisik | bingung | saya,jadi bagus mana kakak digital fisik bingung,jadi bagus mana kakak digital fisik bingung,jadi bagus mana kakak digital fisik bingung,netral
"""<a href=""""https://www.youtube.com/watch?v=7eVsrk3CjvI&amp t=361"""">6:01</a> tapi kalau di pluang aman kan?"",","""<a href=""""https://www.youtube.com/watch?v=7eVsrk3CjvI&amp t=361"""">6:01</a> tapi kalau di pluang aman kan?"",",tapi kalau di pluang aman kan,tapi kalau di pluang aman kan,tapi kalau di pluang aman kan,tapi | kalau | di | pluang | aman | kan,tapi kalau pluang aman kan,tapi kalau pluang aman kan,tapi kalau pluang aman kan,netral
"""Ko pegadaian kan rasanya aman ya bumn, koko td blg kalau misal pas tabungan digital itu udah banyak grammnya, trus mending dicetak ke emas fisik, alasannya knp ko? Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko? Tolong dijawab ya ko 🙏"",","""Ko pegadaian kan rasanya aman ya bumn, koko td blg kalau misal pas tabungan digital itu udah banyak grammnya, trus mending dicetak ke emas fisik, alasannya knp ko? Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko? Tolong dijawab ya ko mohon terima kasih "",",Ko pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu udah banyak grammnya trus mending dicetak ke emas fisik alasannya knp ko Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko Tolong dijawab ya ko mohon terima kasih,ko pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu udah banyak grammnya trus mending dicetak ke emas fisik alasannya knp ko biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko tolong dijawab ya ko mohon terima kasih,kakak pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu sudah banyak grammnya trus lebih baik dicetak ke emas fisik alasannya mengapa kakak biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh keuntungan kakak tolong dijawab ya kakak mohon terima memberi,kakak | pegadaian | kan | rasanya | aman | ya | bumn | koko | td | blg | kalau | misal | pas | tabungan | digital | itu | sudah | banyak | grammnya | trus | lebih | baik | dicetak | ke | emas | fisik | alasannya | mengapa | kakak | biar | mantep | aja | rasanya | karena | kita | ud | pegang | lngsg | emasnya | atau | karena | faktor | keamanan | atau | karena | mungkin | bisa | lbh | keuntungan | kakak | tolong | dijawab | ya | kakak | mohon | terima | memberi,kakak pegadaian kan rasanya aman bumn koko blg kalau misal pas tabungan digital sudah banyak grammnya trus lebih baik dicetak emas fisik alasannya mengapa kakak biar mantep aja rasanya karena pegang lngsg emasnya karena faktor keamanan karena mungkin bisa lbh keuntungan kakak tolong dijawab kakak mohon terima memberi,kakak gadai kan rasa aman bumn koko blg kalau misal pas tabung digital sudah banyak grammnya trus lebih baik cetak emas fisik alas mengapa kakak biar mantep aja rasa karena pegang lngsg emas karena faktor aman karena mungkin bisa lbh untung kakak tolong jawab kakak mohon terima beri,kakak gadai kan rasa aman bumn koko blg kalau misal pas tabung digital sudah banyak grammnya trus lebih baik cetak emas fisik alas mengapa kakak biar mantep aja rasa karena pegang lngsg emas karena faktor aman karena mungkin bisa lbh untung kakak tolong jawab kakak mohon terima beri,netral
"knp gak dibahas keamanan vs biaya sewa?,","knp gak dibahas keamanan vs biaya sewa?,",knp gak dibahas keamanan vs biaya sewa,knp gak dibahas keamanan vs biaya sewa,mengapa tidak dibahas keamanan vs biaya sewa,mengapa | tidak | dibahas | keamanan | vs | biaya | sewa,mengapa tidak dibahas keamanan biaya sewa,mengapa tidak bahas aman biaya sewa,mengapa tidak bahas aman biaya sewa,netral
"Pegadaian cepet kok cairnya. Gak nunggu 1 sampe 2 hari.,","Pegadaian cepet kok cairnya. Gak nunggu 1 sampe 2 hari.,",Pegadaian cepet kok cairnya Gak nunggu sampe 2 hari,pegadaian cepet kok cairnya gak nunggu sampe 2 hari,pegadaian cepat kok cairnya tidak menunggu sampe 2 hari,pegadaian | cepat | kok | cairnya | tidak | menunggu | sampe | 2 | hari,pegadaian cepat kok cairnya tidak menunggu sampe hari,gadai cepat kok cair tidak tunggu sampe hari,gadai cepat kok cair tidak tunggu sampe hari,positif
"Saya Menabung Emas Di Aplikasih Pegadaian Digital,","Saya Menabung Emas Di Aplikasih Pegadaian Digital,",Saya Menabung Emas Di Aplikasih Pegadaian Digital,saya menabung emas di aplikasih pegadaian digital,saya menabung emas di aplikasih pegadaian digital,saya | menabung | emas | di | aplikasih | pegadaian | digital,menabung emas aplikasih pegadaian digital,tabung emas aplikasih gadai digital,tabung emas aplikasih gadai digital,netral
"Bukannya emas digital yang kita beli dijamin oleh KBI ya? Harusnya aman donk?,","Bukannya emas digital yang kita beli dijamin oleh KBI ya? Harusnya aman donk?,",Bukannya emas digital yang kita beli dijamin oleh KBI ya Harusnya aman donk,bukannya emas digital yang kita beli dijamin oleh kbi ya harusnya aman donk,bukannya emas digital yang kita membeli dijamin oleh kbi ya harusnya aman donk,bukannya | emas | digital | yang | kita | membeli | dijamin | oleh | kbi | ya | harusnya | aman | donk,bukannya emas digital membeli dijamin kbi harusnya aman donk,bukan emas digital beli jamin kbi harus aman donk,bukan emas digital beli jamin kbi harus aman donk,netral
