Data;Label Sentimen;
"@PentesterBSSN,""ga ada FOMO di pembelian emas (mau naik mau turun)<br>klo ada yang mikir begini, kadiekan emas nya, gw beli pakai harga pegadaian (galeri 24)"",";Netral;
@IbnuSutowo-l1b,Baru kali dapat penjelasan yang sangat luar biasa mengenai tabungan emas terimakasih koko leon,;Netral;
@MiNah-i1y,Emas ❤<br>1 gram aku beli 650<br>Sekarang jutaan<br>Alhamdulilah<br>❤,;Netral;
"@verimaolana2618,""2025 naik drastis banget, januari sampai sekarang oktober hampir 2x lipat naiknya, pada tahun 2024 ga begini"",";Positif;
@HerumirzaHerumirza,Peggang emas fisik lebih aman...saudaraku,;Netral;
@rendybengurion189,Ekonomi lagi Naik: Invest Saham/Crypto (sesuai cycle)<br>Ekonomi turun: Beli emas fisik/ cyrpto XAuT tether gold<br>That simpel,;Netral;
@putrasancangmancing844,Penjelasan yang sangat bisa di mengerti ❤,;Netral;
"@starburst99,""Gw prefer kalo emas digital kalo ga di BSI atau BRI, harusnya kecil kemungkinan berakhir kaya tamasia"",";Netral;
@AlHakanJazuli,Ko... tambahan (harga emas nya juga beda ko untuk maksimalkan cuan<br>Contoh aja per comment ini di buat 10 juta itu bisa dapat 4.2616 di treasury  sedangkan dengan uang yang sama  kita beli di pegadaian itu dapatnya hanya 4.132 gram.. ),;Netral;
@Indonesiandreamstock,Kontennya bagus komprehensif. Pas lagi nyari tau inves emas era skrng apa perkembangannya,;Netral;
"@mastah8237,""Aku waktu 2021 akhir beli emas di apk peluang waktu itu harga beli masih 880+ , waktubitu gw beli sekitar 50jt bulan 3 lalu sempat narik buat dana anak masuk sekolah pas gw tarik untung 30jt lebih klw GK salah suami ikut senang walaupun GK paham kripto , waktu itu dia saranin beli emas  yg langsung bisa dipakai gw malah beli emas lewat apk peluang,"",";Positif;
@AliaCantik-x7y,Apakah beli emas digital suatu waktu jika sudah profit atau butuh finansial mendadak apakah bisa langsung dijual dan dikasi kes di pegadaian,;Netral;
@user-sw8zt1gj9w,bang saya punya uang 2jt an beli emas fisik dimana ya?🙏🏼 ke toko mas langsung atau lewat aplikasi belinya?,;Netral;
"@arieffadill.2760,""ko kalo misal nabung emas digital engga buat di cetak, tapi langsung ke rekening, kira kira spread nya tetep sama engga ya sekitaran 15 persen?"",";Netral;
"@muhammadwibowo-rp9cr,""September 2025 baru investasi bitcoin dan eMAS meski belinya dengan dana minim, nabung eMAS lewat aplikasi Dana dan nabung bitcoin lewat aplikasi ajaib 😅"",";Netral;
"@d-dn357,""Saya penasaran dengan pajak progresif dari emas, berhubung saat ini pemerintah gencar penarikan pajak, apalagi yang emas digital dimana sekarang ada coretax DJP dan paymend ID yang kedepannya bisa memonitoring semua keuangan digital ini. <br><br>Apakah ada yang bisa menjelaskan dari pajak progresif dari emas ?"",";Netral;
@rahayuismawati-i4l,Aku beli emas digital pegadaian malah sekarang untung dapatvnambah pulak🎉,;Positif;
"@dwiindahlestari7365,""ko bagaimana dengan emas tahun lama dan tahun baru? tahun lama dijual beli lebih murah, lwbih baik baru atau lama jadinya"",";Netral;
"@Pupuzela,""Kalo XAUT kabarnya kurang transparan, kenapa ga PAX gold aja sama backed gold juga? Tapi lebih transparan"",";Netral;
"@Papoy1205,""Kalo beli emas jangan sekarang, soalnya harganya lagi terbang, belinya pas ada perang aja, karna saat perang emas bakal jatuh"",";Netral;
"@JoshMayor-j3x,""The world economy is in the midst of a great depression that will leave billions of people working 9 to 5 without a job, penniless, and frustrated only the wise by which I mean those who made wise investments in cryptocurrency will survive. The cryptocurrency market is a huge market from which anyone can earn a living. My investment has yielded substantial returns since I began trading with Coach Schreiber Kathrin. Her skill sets are incredible."",";Netral;
@desiyycrezz1813,Bagusan nabung emas di pegadaian digital atau treasury ya? Pemula soalnya 😅,;Netral;
"@sa.shn87,""Jika emas fisik, jika harga turun, emas fisik tetap bisa di simpan. Sedangkan emas digital akan terakumulasi oleh flukfuasi harga up and down."",";Negatif;
"@isikepaladua,""sorry mau tanya buat yg bsa jawab boleh bgt, kl misalnya ak ambil yg emas digital terus dijual/gadainya digital jg (tnpa dbuat fisiknya), itu possible gk? dn kiranya spreadnya msh bsa kecil gk?"",";Netral;
@gundulcaper,Kalau emas lebih baik langsung beli fisiknya soalnya kalau digital macam beli di aplikasi dan di crypto bisa terpotong potong tuh harga 😂,;Netral;
@Railormoney,Mending beli emas PAXG atau XAUT. emas digital per troy ons. Biaya fee nya murah bgt sekitar 0.01. Untuk diperjual belikan jangka pendek atau panjang sangat wort it..<br>Emas batangan gak bisa dijual jangka pendek. Apalagi fee nya mahal bgt..<br>Beli emas PAXG atau XAUT tiap bulan adalah investasi terbaik. Dan halal menurut gua..,;Positif;
"@staytune96,""Gua mulai Invest emas &amp perak tahun ini karena untuk uang pensiun di umur 60 tahun, target pribadi gua di hari tua nanti bisa finansial freedom, setidaknya minimal di umur 60an bisa pegang 2 milliar. Untuk sekarang gua udah punya :<br>1. BPJS Kesehatan<br>2. JHT (dari BPJS ketenagakerjaan)<br>4. Emas (Pegadaian)<br>5. Perak (beli fisik ke butik ANTAM)<br>6. Saham (optional kalau ada uang nganggur)<br>7. 2 sertifikat tanah di kampung (2000m persegi)<br>8. Dana pensiun (opsi pakai BPJS)<br><br>Cuma kurang di dana pensiunnya, aja, tapi target tahun ini semua bisa terdaftar. <br><br>Pikiran gua begini, kalau dimasa muda gua gabisa finansial freedom, pas tua nanti harus bisa."",";Netral;
"@heisenberghead3846,""koh, suaranya kecil banget, perlu volume full di hp sya"",";Netral;
@Lembu_Suro1309,di pintu ada aku naruh di XAUT lumayan b3rtumbuh😅,;Positif;
"@zyaaraby3185,""Uda merasakan hasil emas beli dr 600 ribuan sblm covid 100 gr skrg harganya uda 1,8 juta naik 3 kali lipat.  Skrg mau nyoba yg digital deh"",";Positif;
Bayangkan kalau bisa beli emas dengan mudah tanpa antre! Dengan Nabung Emas di Pegadaian Digital investasi emas jadi lebih mudah dan aman. Percayakan investasi emasmu di Pegadaian yang sudah teruji dan terpercaya! #IngatEmasIngatPegadaian #MengemaskanIndonesia #TabunganEmas https://t.co/RIbnWgJdCE,,https://x.com/undefined/status/1925750918907085114;Netral;
Sekarang investasi emas nggak perlu nunggu punya modal besar! Dengan hanya 10 ribu rupiah kamu sudah bisa mulai Tabungan Emas di Pegadaian melalui aplikasi Pegadaian Digital. Cara mudah aman nyaman dan terpercaya untuk memulai langkah kecil menuju masa depan finansial yang https://t.co/ggsaRNIYiI,,https://x.com/undefined/status/1921011847828041873;Netral;
Di era digital sekarang kemudahan layanan perbankan juga diberikan oleh BSi melalui BYOND Investasi emas BSI terus membukukan pertumbuhan solid terdorong oleh harga emas yang semakin berkilau BSI Emas memang terpercaya #KemilauEmasSilaturahmiBSI,,https://x.com/undefined/status/1912103892890034634;Netral;
Di era serba digital investasi emas kini tak harus berupa logam mulia yang bisa disentuh. Emas digital mulai jadi pilihan banyak orang karena praktis dan aman. Tapi apakah benar emas digital lebih terpercaya dibanding emas fisik? Dalam video ini kita bahas kelebihan dan https://t.co/p3rsJnGZyB,,https://x.com/undefined/status/1912092089736995125;Netral;
Aplikasi @mobee_id terpercaya .investasi Emas Digital yang anti ribet dan gampang jual beli nya . #Mobee #NaikLeveldiMobee #XAUTdiMobee #EmaaDigital #XAUT https://t.co/byt8Ls6VyJ,,https://x.com/undefined/status/1904223504553414690;Netral;
Lagi cari investasi emas digital yang terpercaya terus gampang tanpa ribet saat transaksi jual beli nya .. pakai aja @mobee_id #Mobee #NaikLeveldiMobee #XAUTdiMobee #EmaaDigital #XAUT https://t.co/B4zqrFgStR,,https://x.com/undefined/status/1904219450037178772;Netral;
Jangan biarkan inflasi menggerus asetmu! Investasi emas digital XAUT aja! Dijamin aman dan terpercaya deh @mobee_id #Mobee #NaikLeveldiMobee #XAUtdiMobee #EmasDigital #XAUT https://t.co/7jtZA9U3MN,,https://x.com/undefined/status/1904206171378209058;Netral;
Update Harga Emas Hari ini 2 Maret 2026 Investasi Emas lebih mudah di Aplikasi Tring! by Pegadaian Download sekarang juga di : https://t.co/UuSBI26SjQ Tim CICIL EMAS kasih emot Tim NABUNG EMAS kasih emot https://t.co/dQ2gMSm7tc,,https://x.com/undefined/status/2028316422263447964;Netral;
@natnghtygirl @18fesss Apa kabar cowo yg aplikasi dana buat investasi emas digital ,,https://x.com/undefined/status/2027630030780829702;Netral;
Selain faktor geopolitik ada beberapa faktor utama yang bikin harga emas melonjak di awal tahun 2026. Selain emas fisik kamu juga bisa investasi emas melalui crypto berbasis emas seperti PAXG dan XAUT di aplikasi Pintu. Lalu sebenarnya apa aja sih yang mendorong harga emas https://t.co/qLnV972ndb,,https://x.com/undefined/status/2027338046019092556;Netral;
@tanyarlfes Coba 60% ditaro di RDPU (pake aplikasi bibit) 40% di rekening yg jrg dipake itu. Gt aj trs. Kl yg di rekening itu udh sebanyak 6-12× pengeluaran bulanan baru full ke RDPU atau g pecah lg ke emas/instrumen investasi lain kea yg satu ini. Murah bgt loh nder https://t.co/IyXifLDCmO,,https://x.com/undefined/status/2027280095686320374;Netral;
"@ultramencemen8754,""MUI itu banyak org NU. Tau sndiri laah kyai NU. Bunga bank bukan riba, kerja di  bank konven halal, rokok halal, kyainya rata² ngerokok, santi putri salaman cium tangan kyainya. Maklum laah NU"",";Netral;
@RiqikArdiansyah-gd9vo,Mau transaksi kek apa juga semua gak ada yg syariah<br>Selama transaksi pakai uang kertas masih kena riba atau debu riba😂,;Negatif;
ribet_intan,biaya cetak emas fisik berapa ya min?,;Netral;
"jopyagengsaputra,""alhmdulilah, walau pun gak banyak sudah nabung di trin. walau turun gak panik karena dana dingin"",";Netral;
"mus_soib,""adain lagi min pilihan cicilan 3 dan 6 bulan, mau cicil lagi cuma ada yg 12 bulan keatas"",";Positif;
diy4ns,min kenapa pengambilan fisik melalui atm emas di hilangkan dr aplikasi? sedangkan utk mengambil melalui kantor cabang membutuhkan 45 hari kerja,;Negatif;
cipahoften,min area kayu putih yg ready emas galeri 24 dimana?,;Netral;
yyypr18,sabtu pegadaian buka kah,;Netral;
intaneva22,harga emas antam skr berapa kak,;Netral;
"mita_tri_purna,""min saya mau ambil antam fisik nya di pegadaian , posisi sudah lunas tapi kenapa antam ga ready? tolong infonya min makasih"",";Netral;
dew.put__,top up tabungan emas bisa di dana min,;Positif;
erlinaagp,sekarang cicil emas yang jangka waktu 3 bln dan 6 bln sudah gk ada,;Negatif;
"andie_nuar01,""harga emas dunia turun banyak, tapi di tring turunnya cuma dikit. beruntunglah orangorang yg sudah terlanjur nabung di tring, nilai tabungannya tidak langsung ambrol longsor dan nyungsek kayak di aplikasi lain.. mantap tring"",";Negatif;
_dwinurafifah,kak aku ambil fisik di tring daru bulan februari tanggal 7 sampee 27 maret belum ada pemberitahuan lagi.;Negatif;
baguswahyudin_,sudah biasa emas naik turun yang penting jangan sampe iman yang naik turun,;Positif;
"apin9123,""aku cetak fisik di tring dari bulan januari, ko sampe sekarang masih proses terus"",";Negatif;
andika.2004,caraa tabung emas,;Netral;
preciouslaaa,mantappp pegadaiann memang,;Positif;
hidayatii_99,min saya cetak emas dari tanggal 9 februari sampai sekarang masih belum jadi. bagaimana ini,;Negatif;
"angga_briantara,""pas nyetak emas fisik, sudah bayar biaya cetak, eh saldo yang berkurang malah lebih dari yang mau di cetak."",";Negatif;
"teeddddddd_,""saya cicil emas di pegadaian via brimo emas nya udah lunas, tapi gak bisa di ambil tbtb di wa sama petugas pegadaian suruh buat pernyataan emasnya di buyback"",";Negatif;
sheislah,buyback antam lgi berapa,;Netral;
dwie.irvansyah,naik atau turun niat beli aku beli,;Positif;
mia.f.rahmi,mau cetak fisik nya kosong terus. ada tersedia ubs. adminya gede bgt.,;Negatif;
"septianprash25,""coba cetak fisik di 18 maret, tiba2 tanggal 26 maret biaya cetak di balikin, alesannya ga jelas"",";Negatif;
"junisuprapti,""min aku cetak emas udah 2 bulan belom jadi.katanya 45 hari kerja aja min.gimana ini min??emasku berapa lama lagi nunggunya?? udah nanya ke cabang katanya nunggu terus,tanpa kejelasan berapa lama lagi aku harus nunggu.tolong min aku musti nunggu berapa lama lagi nih min"",";Negatif;
xlonewolf_x,kaco bgt lagi turun terus,;Negatif;
irawanbudiadi,aplikasi kadang sulit dibuka,;Negatif;
puthuths,kemarin cicil gadaian tabungan mas tgl 25 maret 2026 tetapi saldo mas dan nilai uangnya tidak bertabah,;Negatif;
"hannaindahs,""info aja buat yang mau nabung emas di pegadaian. pastiin fisiknya ada gais, soalnya pengalaman pribadi sudah nabung emas 10gr antam tapi pas mau di cetak bilang nya kosong. terus ngapain kasih opsi di aplikasi? malah ditawarin lm galeri24 punya mereka. tanya ke kc juga gak ada yang kasih solusi, jadi hatihati yaaa guys"",";Negatif;
"maharanidayek,""aplikasi menyebalkan harga emas turun ikut turun..tapi ketika naik emas,, mendadak eror ketika mau tambah pinjaman"",";Negatif;
urcribby,bisa top up buat orang tabungan emas orang lain ga si min kalo lewat tring?,;Netral;
jumriiaaaa,min mau cetak fisik di tring kok stok kosong terus ya??,;Netral;
"ningningpci,""bales dm min. mau ambil emas di cabang krn cicilan tring udh lunas, masa lama banget"",";Negatif;
idoremifa,slogan pegadaian mengatasi masalah tanpa masalah . nah dari slogan tersebut masalah nya saya menggadaikan emas tapi nilai taksir nya rendah sekali . sampai sampai surat emas nya saya kasikan biar tahu kl nilai taksirnya tidak layak . sehingga saya saat itu tidak jadi menggadaikan emas di pegadaian dan saya gadaikan ke bank lain ternyata saya dapat sesuai dgn yg saya butuhkan . jadi dari slogan pegadaian tersebut justru menambah masalah pada nasabah .,;Negatif;
anandaiwijaya,,;netral;
hellvy_wai,aku baru belii,;Positif;
uliaa_nst,baru mulai ikut nabung,;Positif;
risbstyo,mauu beli udah naik lagii,;Positif;
"papandayun,""nabung emas digital di pegadaaian sejak harga masih 1,2 jutaangram buat persiapan nanti kalau anak udah kuliah, emang betul nabung emas harus jangka panjang. dan disaat harga naik turun harus tetap kalem karena jika tujuanya jangka panjang harga terap akan naik"",";Positif;
ikamudrika91,semoga bisa tambh tabungan tiap bulan walaupun segram,;Positif;
"anhyjum361,""aku beli emas sedikit demi sedikit, sisa uang belanja. memang pengadaian the best lha. bisa beli sedikitÂ²"",";Positif;
rohmiyayuk,harga emas hari ini naik pesat,;Positif;
"hj.leni65,""oke,?"",";Netral;
khuirulmasfak,ada undian berhadiah pegadaian kah.,;Positif;
sabda.zaroo,harga emas naik lagi ke tertinggi ,;Positif;
berigea3,pegadaian ama brimo kalo nabung untung mana yah,;Netral;
fikauamilia,mahal margin nya di pegadaian,;Negatif;
lukmangj,emas turun? saatnya serok bukan? krn justru penurunan sesaat naiknya akan banyak.,;Negatif;
rahmat_mitra_jaya,apakah jaminan aman min,;Positif;
wika_krisbiant,sekarang kok tidak bisa pembayaran pakai bri ya,;Negatif;
ahmadfauzi_2468,mau beli tapi stock habis,;Negatif;
ayulailatulmafrida,hay kak apakah kalo nabung emas di pegadaian ada biaya adminya?,;Netral;
"itsokee121,""klu turun berrti sdng diskon ,tim menabung gass serok"",";Positif;
zahirahbunda,lebih enak nabung fisik emas apa nabung virtual d tring?,;Netral;
"r.habibiee,""min mau kasih saran dikit boleh ya.tolong tambahin opsi bank bsi pas mau jual emasnya, karna di aceh susah banget nyari bank konvensional."",";Positif;
pratiwiiiulva,mau ambil fisik dari pembelian desember belum ready terus mana statusnya masih di proses gimana ini min,;Positif;
adenurwan530,bismillah beli sedikit sedikit,;Positif;
yoji_setia_hati22,beli di aplikasi dana aja .. spreadnya gak jauh .. klo di tring spreadnya tinggi,;Positif;
"hanno_arianjuk,""alhamdulillah sudah menjadi nasabah tabungan emas pegadaian, nabung sedikit sedikit lama lama jadi bukit, terimakasih pegadaian menjadi sahabat indonesia."",";Positif;
"r_ikeeddy,""buka lagi cicil emas yang 3 dan 6 bulannya dong. dan kalo sudah lunas cicil emas, barangnya jangan kelamaan"",";Positif;
rifahlia,kak saya pas mau jual no rek tidak sesuai bagaimana ya?,;Netral;
"ramdhan_novianto,""min aku mau beli, cuma kok pembayaran bri virtual account nya ga ada"",";Positif;
cantekacanteka,ini emas lagi turun;Negatif;
"adesadimaulana,""mohon infonya, sekarang pembayaran tring yg pegadaian syariah tidak ada bri nya? apa begitu"",";Netral;
"mahmudpoer,""kemaren beli tanggal 31 pas turun,2hari ini naik"",";Positif;
novinugraha,pas turun mau beli stock kosong terus pas stock ada malah udh naik,;Positif;
imade3726,tadi pagi pembelian emas kok sudah 2 jam lebih kok saldonya belum masuk ke rekening padahal notifnya udah sukses tapi direkening emasnya belum masuk gimana ini ya,;Negatif;
dewizukma,aku kan lupa password trs ketik lupa id sdh bis tpi ttp saja salah pasword srh ulang trs gmna ya. trs ada kontak yg bisa bantu g,;Netral;
jems_edi,kenapa tidak bisa top up ya padahal pin udah benar akhirnya kartunya terblokir,;Negatif;
yuliasiih18,keren,;Positif;
zo0naa_,mantap,;Positif;
barunasophyyy,kak saya udh dftr tabungan emas via online apakah harus ke outlet pegadaian terdekat ;Positif;
maleyvicent,cool,;Positif;
ic_campina,keren,;Positif;
everiwhere_,kerennn,;Positif;
"gembira_hati26,""ijin nanya kak, apakah ada yg sudah pernah tarik fisik emas di aplikasi tring, berapa hari ya emas fisiknya sampai di kantor pegadaian?"",";Netral;
sriu6666,recommended bangettttt,;Positif;
julipochan,kak mau tanya tentang sdb,;netral;
fhrezireza,mantapp bgt,;Positif;
anisadwihh,jumat ini tgl merah pegadaian buka ga dikabupaten2,;Netral;
"fkputriii,""kak, kalau ambil cetak fisik emas di pegadaian boleh di wakili nggak?"",";Netral;
"dewisartikaaaaaa,""transaksi pembelian tabungan emas dari jam 10.29 sampe sekarang, saldonya belum bertambah juga. aduhh dagdugdug banget"",";Negatif;
"ceritanopita,""tambah pilihan bank lain atau ewallet tolong heii, gak semua orang pny bank himbara, lagi libur gini ribet kalo mau ambil duit"",";Negatif;
jalan.hijrah2,kenapa pembayaran via vrtual akun bri tidak muncul?,;Negatif;
arifrachman6868,klo nabung emas sdh lunas mau cetak dalam bentuk fisik ada tambahan lagi ,;Negatif;
mochimochii25,pengguna setia tring nih minn,;Positif;
steve10192026,min apakah besok kantor cabang surabaya itu buka?,;Netral;
penope12,halo min tolong untuk cabang pegadaian ciracas aku mau ambil emas fisik sehabis cicilan namun ga di respon bisa dibantu kah? sahabatpegadaian,;Negatif;
